time,set_alt,alt,airspeed,groundspeed,gcs_speed,set_speed,commanded_speed
648,328.383633296,225.2,16.7096233368,16.4759025574,14.56390964,14.8217515524,15.18
649,330.14662981,229.59,16.3280887604,16.0499382019,14.56390964,14.8143370685,15.0
650,331.935328245,234.099,16.2989864349,15.8465166092,14.56390964,14.7744305762,15.0
651,333.654793501,239.59,15.8722333908,15.3610019684,14.56390964,14.5349447451,15.0
652,335.328683456,243.81,15.613568306,15.2490911484,14.56390964,14.494930233,15.0
653,337.012925148,248.11,15.0611171722,14.9832496643,14.56390964,14.4361791807,15.0
654,338.886548281,252.33,15.0368833542,14.765209198,14.56390964,15.1203083635,15.0
655,340.556768179,257.5,14.7137403488,14.5765981674,14.56390964,14.9038995505,15.0
656,342.22807169,261.729,14.8006763458,14.2780704498,14.56390964,14.8952410469,15.0
657,343.901908398,264.889,14.5340442657,14.1838531494,14.56390964,15.0363721872,15.0
658,345.571423372,269.16,14.2194976807,13.9647912979,14.56390964,15.0372329868,15.0
659,347.243456841,273.52,14.1452846527,13.7366399765,14.56390964,15.0471720395,15.0
660,348.914643526,277.96,13.8307495117,13.5020923615,14.56390964,15.0666953853,15.0
661,350.582815011,282.479,13.7604217529,13.2700605392,14.56390964,15.0837859683,15.0
662,352.256265084,287.08,13.3508749008,13.0538110733,14.56390964,15.1128249097,15.0
663,353.925306797,292.9,13.4476947784,12.8608703613,14.56390964,15.0277544729,15.0
664,355.596770048,297.65,13.3154802322,12.6718025208,13.19034416,13.2290386363,15.0
665,357.266143163,302.419,13.0512695312,12.5829486847,13.19034416,13.4966197691,15.0
666,358.938318491,306.74,13.3531398773,13.0102462769,13.19034416,13.9971168708,15.0
667,360.607943137,312.88,13.6351938248,12.940331459,13.19034416,14.1703547176,15.0
668,362.276899815,318.34,13.3617801666,12.7201414108,13.19034416,14.2655031246,15.0
669,363.947671652,323.699,13.5655174255,12.6977825165,13.19034416,14.3369374357,15.0
670,365.61861674,328.74,13.620390892,13.0969343185,13.19034416,14.3924401849,15.0
671,367.288818359,334.91,14.2257013321,13.768579483,13.19034416,14.2352658386,15.0
672,368.956558307,339.789,14.8501911163,14.4805421829,13.19034416,14.2397542931,15.0
673,370.632516543,344.699,15.5274333954,15.2772016525,13.19034416,14.2138279329,15.0
674,372.304403385,349.65,16.1911945343,15.8579092026,13.19034416,14.1284129241,15.0
675,373.972798189,354.63,16.9199237823,16.4816741943,13.19034416,14.0183090881,15.0
676,375.648225149,358.35,17.2509002686,16.8126125336,13.19034416,14.1019754002,15.0
677,377.316704988,363.19,17.335767746,17.0453796387,13.19034416,13.9549028532,15.0
678,378.987761736,367.919,17.6467418671,17.1484107971,13.19034416,13.8046407544,15.0
679,380.656483173,373.62,17.1697788239,17.1671104431,13.19034416,13.5173579239,15.0
680,382.325499852,377.55,17.3734931946,17.1767272949,13.19034416,13.4215264352,15.0
681,383.998191754,380.919,17.0391101837,17.1773395538,13.19034416,13.3468839631,15.0
682,385.66934665,383.83,16.847120285,17.1531257629,13.19034416,13.2871501476,15.0
683,387.499659856,386.889,16.8454933167,17.0473957062,13.19034416,13.2250891652,15.0
684,389.489833514,389.19,16.4262714386,16.8864841461,13.19034416,13.2068479529,15.0
685,391.157948176,390.889,16.4199371338,16.7524604797,13.19034416,13.145620233,15.0
686,392.831841707,391.96,16.3936882019,16.662153244,13.19034416,13.1082990277,15.0
687,394.533580144,392.93,16.0024013519,16.4480056763,13.19034416,13.0686827611,15.0
688,396.463908354,393.819,15.9184474945,16.3399200439,13.19034416,13.021007539,15.0
689,398.440781832,394.86,15.8584957123,16.1915092468,13.19034416,12.8748572747,15.0
690,400.285583337,396.11,15.8062095642,16.1249427795,13.19034416,12.6976585213,15.0
691,401.973346472,397.0,15.6917200089,15.8777132034,13.19034416,12.6272571022,15.0
692,403.670013348,397.729,15.4363737106,15.7213859558,13.19034416,12.5648790514,15.0
693,405.720765193,398.759,15.2227039337,15.726442337,13.19034416,12.8113225538,15.0
694,407.392963171,399.68,15.4871549606,15.6825561523,13.19034416,12.7562945651,15.0
695,409.063138167,400.78,15.4100818634,15.6401081085,13.19034416,12.7047847392,15.0
696,410.732258161,401.93,15.3142538071,15.5155467987,13.19034416,12.6443287767,15.0
697,412.403748433,403.61,15.2670450211,15.6020927429,13.19034416,12.4431668972,15.0
698,414.072409868,405.34,15.0582389832,15.5238399506,13.19034416,12.3708980872,15.0
699,415.743593375,406.87,15.1582775116,15.4080924988,13.19034416,12.3108433514,15.0
700,417.41746823,408.37,15.184633255,15.3632354736,13.19034416,12.241790559,15.0
701,419.088218212,409.93,15.0537528992,15.3876466751,13.19034416,12.1783250193,15.0
702,420.762708187,411.56,15.1081027985,15.2997379303,13.19034416,12.1093348847,15.0
703,422.431953351,413.949,14.9711380005,15.2894115448,13.19034416,11.866574927,15.0
704,424.102378289,415.87,14.8524646759,15.2089614868,13.19034416,11.8031596434,15.0
705,425.774093469,417.509,14.9992332458,15.2212018967,13.19034416,11.7642808451,15.0
706,427.442788283,419.13,14.9130573273,15.1870765686,13.19034416,11.7323732934,15.0
707,429.117633502,420.849,15.1078472137,15.1564893723,13.19034416,11.7176078674,15.0
708,430.790178378,422.53,15.0225496292,15.1252937317,13.19034416,11.7019214351,15.0
709,432.461398443,424.68,14.8950653076,15.1711893082,16.59596344,24.4845589104,15.0
710,434.127870003,426.49,15.0985069275,15.2444248199,16.59596344,30.705942216,26.36
711,435.799496571,426.58,16.969121933,17.2263069153,16.59596344,38.6133845008,33.17
712,437.469283342,426.65,18.7276554108,19.4575881958,16.59596344,46.4638732381,35.0
713,439.138094982,427.509,20.176410675,20.7310218811,16.59596344,51.8472215674,35.0
714,440.810054938,428.87,21.5045890808,21.880487442,16.59596344,53.6317493457,35.0
715,442.482390006,431.419,21.9918117523,22.6644763947,16.59596344,50.6729850264,35.0
716,444.153585037,434.09,22.3372859955,22.8302192688,16.59596344,48.7085621141,35.0
717,445.823061466,436.47,22.6789455414,23.0507640839,16.59596344,46.8106504659,35.0
718,447.493056854,438.509,22.7849998474,23.3537311554,16.59596344,44.9349944981,35.0
719,449.163223505,440.229,23.2802658081,23.6620483398,16.59596344,43.0751715438,35.0
720,450.833208164,441.509,23.8773002625,24.1785430908,16.59596344,41.1761008241,35.0
721,452.50278155,442.74,24.5578556061,24.9483337402,16.59596344,37.4610891665,34.46
722,454.176896811,443.55,24.9631233215,25.5765514374,16.59596344,35.4197498937,32.62
723,455.847188234,444.03,25.6593666077,26.2817440033,16.59596344,33.3167627675,30.72
724,457.516281605,444.21,26.3945846558,27.0667419434,16.59596344,31.1563262903,28.79
725,459.189536572,444.479,27.1814155579,27.5913124084,16.59596344,28.9855710401,26.84
726,460.857090155,446.259,27.0281429291,27.45662117,16.59596344,26.9643399106,24.99
727,462.527581851,449.12,26.3536090851,26.7596511841,16.59596344,25.2475605915,23.43
728,464.199033181,452.729,25.889251709,26.4047317505,16.59596344,22.7377719863,22.1
729,465.86945653,455.539,25.8111495972,26.3088054657,16.59596344,21.5123305128,20.16
730,467.543918292,458.31,25.7697029114,26.2436599731,16.59596344,20.439772504,19.24
731,469.211645126,460.979,25.9395427704,26.1908855438,16.59596344,19.4774808038,18.47
732,470.885008176,463.55,25.7828845978,26.1217155457,16.59596344,18.6610383071,17.82
733,472.558501561,466.03,25.6392230988,26.0357437134,16.59596344,17.9851829634,17.31
734,474.230341514,468.44,25.6731948853,25.9117279053,16.59596344,17.4480890861,16.95
735,475.901231766,471.0,25.2535152435,25.7266864777,16.59596344,16.830337923,16.71
736,477.573504845,472.81,25.2282276154,25.6279697418,16.59596344,16.6588882956,16.6
737,479.246201515,474.449,24.8991584778,25.5141620636,16.59596344,16.6109019459,16.54
738,480.915095011,475.919,24.8359069824,25.3813095093,16.59596344,16.5764580649,16.43
739,482.587474982,477.259,24.5728225708,25.2460384369,16.59596344,16.4854455231,16.25
740,484.260643323,478.75,24.5060482025,25.0517616272,16.59596344,16.1918197475,16.04
741,485.927591721,479.849,24.1703968048,24.9663066864,16.59596344,15.9772348197,15.52
742,487.596083482,481.02,24.0812683105,24.8192443848,16.59596344,15.7696534952,15.24
743,489.269123475,482.379,24.2019119263,24.6122016907,16.59596344,15.5865179925,15.0
744,490.940545003,483.91,23.5012340546,24.2072162628,16.59596344,15.4456487402,15.0
745,492.609438499,485.5,23.5398235321,23.8277664185,16.59596344,15.3294801471,15.0
746,494.27989006,487.599,23.268819809,23.4854698181,16.59596344,14.9251462678,15.0
747,495.950886806,489.349,22.8029823303,23.0673122406,16.59596344,14.7312213441,15.0
748,497.620964845,490.86,22.1947727203,22.7880535126,16.59596344,14.5004175525,15.0
749,499.291638136,492.25,22.2120819092,22.6557064056,16.59596344,14.2255293933,15.0
750,498.42085282,493.58,21.9645843506,22.4433708191,16.59596344,13.9152932667,15.0
751,495.078566869,494.86,21.6340847015,22.186378479,16.59596344,13.5868210801,15.0
752,491.734673182,495.53,21.2019271851,21.4421310425,16.59596344,13.2741707657,15.0
753,488.397649924,494.5,20.3101634979,20.5418128967,16.59596344,12.5842943709,15.0
754,485.054063002,492.62,19.6460037231,20.0886669159,16.59596344,12.3378760512,15.0
755,481.714733442,490.389,19.5649356842,20.013420105,16.59596344,12.111417151,15.0
756,478.376882871,487.949,19.6416034698,20.0316848755,16.59596344,11.8674575669,15.0
757,475.038162867,485.5,19.8682899475,20.1020927429,16.59596344,11.6111903894,15.0
758,471.693673134,483.24,19.8031215668,20.1039791107,16.59596344,11.3419320705,15.0
759,468.348902861,481.229,19.6808242798,20.0067577362,16.59596344,11.0663178931,15.0
760,465.007089774,478.81,19.4450321198,19.7771034241,19.87297172,42.1734945957,15.0
761,461.666076183,476.66,19.3409042358,19.6736698151,19.87297172,55.3058208217,35.0
762,458.327380021,472.65,21.2515144348,21.3210144043,19.87297172,71.8597223079,35.0
763,454.987293084,468.74,23.2047462463,23.6785049438,19.87297172,90.4250371418,35.0
764,451.651336352,465.389,24.5272884369,24.9939193726,19.87297172,106.612815547,35.0
765,448.308943113,462.55,25.4881534576,25.7684173584,19.87297172,116.279271467,35.0
766,444.961249828,459.479,25.3615474701,25.8292484283,19.87297172,115.706267746,35.0
767,441.620989641,457.15,25.113910675,25.5156974792,19.87297172,113.935716308,35.0
768,438.283376694,454.819,24.4502029419,24.9214801788,19.87297172,111.3864193,35.0
769,434.938600063,452.0,24.4256057739,24.6844081879,19.87297172,108.956792774,35.0
770,431.596093178,448.69,24.6640872955,24.9720497131,17.73288468,103.099513535,35.0
771,428.257206281,445.069,25.1524105072,25.4508666992,17.73288468,99.2095940609,35.0
772,424.913509687,440.12,25.503118515,25.9035682678,17.73288468,91.8485691205,35.0
773,421.571722825,435.87,26.3964290619,26.5972270966,17.73288468,87.8073009229,35.0
774,418.23568662,431.87,27.0589199066,27.2884712219,17.73288468,83.424987505,35.0
775,414.892553488,427.93,27.46326828,27.980052948,17.73288468,78.9493075782,35.0
776,411.554436684,423.99,28.0831565857,28.3912734985,17.73288468,74.3566164137,35.0
777,408.214166164,420.68,28.0985374451,28.5006752014,17.73288468,69.9044426347,35.0
778,404.864739577,417.74,27.5100326538,28.1602573395,17.73288468,62.8671024064,35.0
779,401.527866522,415.319,27.4605255127,27.97032547,17.73288468,59.0617525668,35.0
780,398.185579777,412.96,27.7268676758,27.9495334625,17.73288468,55.5250750349,35.0
781,394.845856826,410.56,27.6527519226,27.9887542725,17.73288468,52.0604652587,35.0
782,391.504603227,408.069,27.7283096313,28.1179828644,17.73288468,48.7743327343,35.0
783,388.162422975,405.5,28.0190505981,28.2872390747,17.73288468,45.5901011765,35.0
784,384.820189476,402.81,27.9083480835,28.3969898224,17.73288468,42.5081298332,35.0
785,381.482483546,399.22,28.1583518982,28.5765094757,17.73288468,37.6346787977,35.0
786,378.139533202,396.0,28.4099979401,28.8460350037,17.73288468,34.9648755698,32.22
787,374.798646768,392.99,28.4814529419,29.0546531677,17.73288468,32.3917719004,29.91
788,371.460196177,390.15,28.8955841064,29.1934680939,17.73288468,30.0447547112,27.75
789,368.120172819,387.59,28.9008216858,29.2026042938,17.73288468,27.8650685866,25.83
790,364.773036639,385.19,28.6658287048,29.0921058655,17.73288468,25.9409638272,24.09
791,361.427673499,382.28,28.4261436462,28.7614631653,17.73288468,23.2004113855,22.61
792,358.087993463,379.61,28.0389785767,28.5510940552,17.73288468,21.8644718766,20.59
793,354.748942852,376.919,27.7839775085,28.3805713654,17.73288468,20.7545324081,19.66
794,351.409916878,374.13,27.8097114563,28.2902526855,17.73288468,19.809070709,18.94
795,348.066363335,371.3,27.7360973358,28.1601142883,17.73288468,19.0559568734,18.38
796,344.727909565,368.33,27.5579833984,28.0000648499,17.73288468,18.4860787524,18.01
797,341.371189753,365.35,27.5022792816,27.7800159454,17.73288468,18.0863647024,17.81
798,338.032592932,361.289,27.3703079224,27.5,17.73288468,17.7745465165,17.76
799,334.698882898,358.139,27.0686397552,27.3009681702,17.73288468,17.7525742024,17.62
800,331.359579563,354.99,27.0875053406,27.0684776306,17.73288468,17.6725126353,17.45
801,328.020180066,351.83,26.6875038147,26.8501014709,17.73288468,17.5324574766,17.21
802,324.673996766,348.56,26.3017368317,26.7108249664,17.73288468,17.3408951393,16.94
803,321.33488973,345.28,26.2857894897,26.6206512451,17.73288468,17.1272602819,16.63
804,317.995836735,341.32,26.1759853363,26.3697338104,17.73288468,16.6662795612,16.34
805,314.654779434,337.96,25.7105197906,26.0111904144,17.73288468,16.4708406457,15.76
806,311.317230066,334.88,25.3910503387,25.714881897,17.73288468,16.3026574293,15.54
807,307.974776427,331.9,25.0476856232,25.3109874725,17.73288468,16.1123937559,15.32
808,304.634593328,328.83,24.8424797058,25.0488681793,17.73288468,15.8879627147,15.05
809,301.292773088,325.669,24.5533924103,24.7600841522,17.73288468,15.6082360612,15.0
810,300.977248351,321.56,24.4537315369,24.4725494385,18.71547272,31.2605838788,15.0
811,302.64977018,317.74,23.9355545044,24.1092033386,18.71547272,36.6552869637,31.76
812,304.317641656,312.37,26.3031578064,26.2325763702,18.71547272,41.4389037388,35.0
813,305.989390214,307.61,28.5022907257,28.8557872772,18.71547272,42.869229988,35.0
814,307.661596537,304.37,30.2770595551,30.2918796539,18.71547272,40.9057180735,35.0
815,309.331401587,303.31,30.532207489,30.9895992279,18.71547272,37.9766095982,35.0
816,311.00162824,304.33,30.0722122192,30.3378658295,18.71547272,35.6841053829,32.82
817,312.671501637,306.33,29.1146087646,29.5369129181,18.71547272,32.6290774332,31.26
818,314.341928562,307.639,28.8594551086,29.4559135437,18.71547272,31.3593085515,28.87
819,316.012803316,308.78,29.038684845,29.5905094147,18.71547272,30.121547166,27.81
820,317.682968378,310.419,28.9923324585,29.3292617798,18.71547272,28.939459926,26.78
821,319.351806641,312.919,27.9722213745,28.2354545593,18.71547272,27.9191161112,25.89
822,321.022590001,315.63,27.2632102966,27.3148498535,18.71547272,27.061519504,25.16
823,322.692943414,318.16,26.5448589325,26.7801303864,18.71547272,26.297542844,24.52
824,324.482500156,321.05,26.2027740479,26.5130176544,18.71547272,24.7795567593,23.29
825,326.167841752,323.57,26.0277843475,26.3661613464,18.71547272,23.481148918,22.8
826,327.926513354,325.28,25.7674732208,26.265203476,18.71547272,22.9558774024,23.56
827,329.628305038,326.84,25.9146442413,26.1652832031,18.71547272,22.4755711816,23.01
828,331.299553315,328.3,25.6038513184,26.055765152,18.71547272,22.0541002595,22.53
829,332.988281647,329.71,25.4648456573,25.8776359558,18.71547272,21.6971387904,22.1
830,334.657394886,331.479,25.2593917847,25.7188892365,18.71547272,21.1278561862,20.9
831,336.568179925,332.789,24.9137878418,25.4618816376,18.71547272,20.9430608257,21.15
832,338.245089849,334.18,24.9066200256,25.294713974,18.71547272,20.7398337796,20.96
833,340.238208373,335.259,24.6547470093,25.097284317,18.71547272,20.7187315752,20.73
834,341.922233502,336.66,24.5466136932,24.8527984619,18.71547272,20.6369899985,20.71
835,343.824733496,337.87,24.3457489014,24.6103897095,18.71547272,20.5610759506,20.64
836,345.510499875,339.43,23.9787063599,24.2451324463,18.71547272,20.3226779261,20.58
837,347.196413279,340.699,23.6233940125,23.9985370636,18.71547272,20.1831279259,20.35
838,348.873850107,341.979,23.5280570984,23.7900180817,18.71547272,20.030807489,20.22
839,350.70472161,343.3,23.3294792175,23.5286312103,18.71547272,19.8672755072,20.08
840,352.396166722,344.72,22.9061660767,23.2862529755,18.71547272,19.6972211081,19.92
841,354.092883269,346.21,22.7718524933,23.0631561279,18.71547272,19.5397658089,19.77
842,355.768728256,347.83,22.4410972595,22.7590198517,18.71547272,19.4021475898,19.64
843,357.448711793,349.12,22.102306366,22.482421875,18.71547272,19.5385367628,19.76
844,359.140725136,351.32,21.8426551819,22.0630569458,18.71547272,19.191119686,19.44
845,360.89964668,353.169,21.2692394257,21.7171840668,18.71547272,19.1063903131,19.36
846,362.606079976,355.0,21.070941925,21.4117851257,18.71547272,19.0182303455,19.27
847,364.469025135,356.77,20.46849823,21.1328105927,18.71547272,19.7771065089,19.2
848,366.139893532,358.479,20.7666358948,20.9572162628,18.71547272,19.7162386198,19.11
849,367.819759846,360.12,20.6289348602,21.0848674774,18.71547272,19.6475781174,19.04
850,369.493741592,362.27,20.6506977081,20.9574432373,18.71547272,19.3685872876,18.94
851,371.162455082,363.6,20.3723297119,20.7455844879,18.71547272,19.5105711173,18.86
852,372.829623222,365.789,20.309419632,20.6231422424,18.71547272,19.2286654279,18.78
853,374.496568441,367.949,19.8409862518,20.0803012848,18.71547272,18.9456622978,18.43
854,376.166526874,369.919,19.5646514893,19.7229309082,18.71547272,18.6636847579,18.09
855,377.840115229,371.36,18.9766254425,19.4032688141,18.71547272,18.6501528764,17.75
856,379.509708484,372.99,19.0616912842,19.3483982086,18.71547272,18.3698554438,17.4
857,381.179608504,374.58,18.8974571228,19.3191337585,18.71547272,18.0811946695,17.06
858,382.849208514,376.15,19.1037578583,19.2155456543,18.71547272,18.095284982,17.07
859,384.520861705,380.9,17.4388904572,17.0919857025,18.71547272,17.9121924925,17.13
860,386.19217515,386.24,15.5236120224,14.6801252365,18.71547272,18.1793146215,17.1
861,387.862463395,391.13,14.1316375732,13.4885425568,18.71547272,18.5051374468,17.47
862,389.531731606,396.33,12.7839956284,12.6887187958,18.71547272,18.6837517275,17.7
863,391.202658415,399.669,12.6637811661,12.4192314148,18.71547272,19.0422028216,18.16
864,392.872939905,402.59,12.6722593307,12.519241333,18.71547272,19.3675140878,18.61
865,394.54346021,404.68,12.9968490601,13.0421543121,18.71547272,19.6280863743,18.99
866,396.212876638,406.15,13.8711853027,14.1482753754,17.60941812,23.0395770707,19.28
867,397.884473403,407.34,15.0182332993,15.2425088882,17.60941812,24.960131303,22.45
868,399.55534339,406.93,17.2345657349,17.3639659882,17.60941812,26.7132640136,24.06
869,401.226588488,406.36,20.1115398407,20.4304008484,17.60941812,27.1233629619,24.76
870,402.894553343,406.949,22.0200157166,22.4772319794,17.60941812,26.5030949854,24.36
871,404.563860099,408.41,23.1195373535,23.6668643951,17.60941812,25.5923830943,23.6
872,406.234960159,410.419,23.6592826843,23.9794082642,17.60941812,24.7324016786,22.84
873,407.906791766,413.05,22.4338264465,23.0497131348,17.60941812,24.101618193,22.25
874,409.575755199,415.44,21.3870296478,21.7206439972,17.60941812,23.7059863244,21.9
875,411.246656577,417.52,20.1814613342,20.8231487274,17.60941812,22.7609414671,21.07
876,412.91768829,418.5,20.1415939331,20.5357913971,17.60941812,22.5821945144,20.92
877,414.587120215,419.24,20.1119651794,20.3223266602,17.60941812,21.7818950424,20.78
878,416.258841753,419.699,19.6684761047,20.148935318,17.60941812,21.6110414673,20.15
879,417.929001649,420.05,19.7261810303,20.0911712646,17.60941812,21.4612085332,20.02
880,419.600183169,420.43,19.6535167694,20.0236110687,17.60941812,21.3190774757,19.91
881,421.268914938,420.96,19.1998252869,19.8393783569,17.60941812,21.1933818946,19.81
882,422.940731843,421.5,19.385509491,19.9187240601,17.60941812,21.0698856257,19.72
883,424.620181719,422.12,19.4304122925,19.9434452057,17.60941812,20.9116452935,19.61
884,426.312400103,422.819,19.6594543457,20.0386734009,17.60941812,20.7670730193,19.48
885,427.999323209,423.849,19.4647636414,20.0108413696,17.60941812,20.1263296842,19.38
886,429.723440011,424.759,19.467218399,19.9704437256,17.60941812,19.9969527858,20.47
887,431.48247838,425.759,19.8186950684,20.0599479675,17.60941812,19.8644172425,18.81
888,433.423004945,427.509,19.2712402344,19.6852855682,17.60941812,19.3231523224,19.72
889,435.419416825,429.77,18.8443698883,19.3589782715,17.60941812,18.90700027,19.24
890,437.105028232,436.27,16.8410396576,16.4380569458,17.60941812,18.7050938127,18.96
891,439.073951642,442.02,15.5480384827,14.4469680786,17.60941812,18.9425699746,19.19
892,440.743480126,447.99,14.1120519638,13.6991271973,17.60941812,19.0155074126,19.53
893,442.417881886,451.93,13.3166751862,13.0327968597,17.60941812,19.4099023989,19.97
894,444.316991568,454.849,13.0637969971,13.0615301132,17.60941812,19.8748914261,20.18
895,446.327011585,455.8,15.1643867493,15.5120134354,17.60941812,21.8763300333,20.26
896,447.999761502,455.9,16.9244232178,17.1328029633,17.60941812,22.0421248,20.45
897,449.668321609,456.59,18.0571403503,18.3665370941,17.60941812,22.0527292114,20.46
898,451.34419322,457.75,18.3515110016,18.2737979889,17.60941812,21.4858405452,20.47
899,453.014460007,458.509,18.5285415649,18.7383899689,17.60941812,21.4396387013,19.99
900,454.68440334,459.47,18.3964748383,18.7397441864,17.60941812,21.3904831956,19.96
901,456.355315049,460.38,18.5358314514,19.0580825806,17.60941812,21.3297521576,19.91
902,458.023368518,461.199,18.7265930176,19.0368175507,17.60941812,21.2444885244,19.85
903,459.698425134,462.039,18.8617553711,19.0943450928,17.60941812,21.1565992853,19.77
904,461.366861661,462.87,18.9292144775,19.0417900085,17.60941812,21.0713813278,19.71
905,463.043818474,463.639,18.8452968597,19.3895969391,17.60941812,20.4399040671,19.63
906,464.712078174,464.599,19.0078582764,19.4067020416,17.60941812,20.3434191633,19.16
907,466.383898258,465.84,18.5426559448,19.2155056,17.60941812,20.2697335222,19.1
908,468.056481679,469.069,18.3410110474,18.462436676,17.60941812,20.2578966136,19.07
909,469.72535491,474.66,16.245010376,15.6503858566,17.60941812,20.4843569353,19.19
910,471.397219896,479.879,14.2245597839,13.6400318146,17.60941812,20.9351522274,19.5
911,473.079963525,482.919,13.1341238022,13.3099994659,19.6517608,18.8936257167,19.93
912,474.746728341,483.56,14.6902923584,15.3102645874,19.6517608,20.0918757362,18.9
913,476.509420077,483.539,15.9694957733,16.5793247223,19.6517608,21.7046760176,19.95
914,478.281406562,483.27,19.0852279663,19.5078697205,19.6517608,22.4153777473,22.87
915,479.948691527,483.259,20.8616867065,21.2379398346,19.6517608,22.7135099274,23.35
916,481.729268233,484.039,22.3756370544,22.6017341614,19.6517608,22.6108398403,23.29
917,483.741213481,486.509,21.958070755,22.4902229309,19.6517608,21.8115667698,22.4
918,485.45165658,489.139,20.0882377625,20.6124839783,19.6517608,21.2964538641,22.35
919,487.379163504,490.47,19.6306991577,19.941740036,19.6517608,21.370059849,21.86
920,489.059189955,491.479,19.4770469666,19.9642181396,19.6517608,20.9708207062,21.94
921,491.003255049,492.009,19.7173995972,20.1522331238,19.6517608,20.9958038762,21.46
922,493.120435079,492.74,19.7720165253,20.1706523895,19.6517608,22.6454147212,21.02
923,494.800926844,492.16,20.3669528961,20.6466693878,19.6517608,22.6416548681,21.04
924,496.658181747,489.919,22.0183906555,22.4789237976,19.6517608,21.8405555211,20.47
925,498.399223487,492.539,21.4027099609,21.4756603241,19.6517608,21.1275774399,21.64
926,499.09835736,498.69,19.1806201935,18.650308609,19.6517608,21.2536321766,21.7
927,495.759927432,506.759,16.2086277008,15.817284584,19.6517608,21.270874792,22.07
928,491.866680781,511.639,14.3936367035,14.2043123245,19.6517608,21.8881136917,21.89
929,487.881174088,511.789,14.1842098236,14.4670000076,19.6517608,22.1857087052,22.6
930,484.515713851,506.5,18.0549068451,17.738527298,19.6517608,22.1326053249,23.22
931,480.659680367,502.22,20.5738143921,20.9062213898,19.6517608,22.1648700402,22.78
932,477.323287328,498.9,22.4470367432,22.6462020874,19.6517608,21.3562495066,22.61
933,473.275727431,497.62,21.9053993225,22.3178005219,19.6517608,23.4828788929,21.7
934,469.938654105,496.3,21.2200260162,21.6903514862,19.6517608,23.2837658735,21.52
935,466.594866912,493.66,20.8660068512,21.172246933,19.6517608,22.5004377111,21.41
936,463.253107071,490.849,20.8993606567,21.1915645599,19.6517608,22.4107195652,20.82
937,459.910186927,488.15,20.8436603546,21.1802864075,19.6517608,22.3203297993,20.75
938,456.570300261,485.66,20.8590526581,21.1276893616,19.6517608,22.2393345386,20.69
939,453.230433464,485.68,20.3394737244,20.6526355743,19.6517608,22.1857708539,20.63
940,449.894277255,489.83,17.6893444061,17.1502361298,17.76375132,18.0784988354,20.74
941,446.544837157,495.099,13.0247106552,12.9829616547,17.76375132,18.9824242647,18.08
942,443.202600479,496.569,11.3539571762,11.6152486801,17.76375132,20.2373854015,18.92
943,439.864796797,497.24,10.2473630905,10.848575592,17.76375132,21.4420238853,19.78
944,436.520660718,497.449,10.2878475189,10.5375375748,17.76375132,22.5928161054,20.69
945,433.179750443,496.11,12.9088306427,13.1651391983,17.76375132,23.4730974976,21.49
946,429.834913413,494.139,15.1701059341,15.5210342407,17.76375132,24.018935666,21.99
947,426.499230067,491.699,16.8502140045,17.1173267365,17.76375132,23.6556198993,22.28
948,423.160216808,488.27,17.4438285828,17.2918052673,17.76375132,23.8158312629,22.44
949,419.812953472,483.59,19.3331489563,19.0217761993,17.76375132,23.7706230705,21.9
950,416.475316683,479.55,20.1342811584,20.4693908691,17.76375132,23.495441069,21.73
951,413.12583367,476.259,20.8181171417,20.9548969269,17.76375132,23.1503128383,21.44
952,409.787077109,473.0,21.1262760162,21.3461418152,17.76375132,22.7699875125,21.14
953,406.439113617,469.0,21.3898200989,21.4264717102,17.76375132,21.713378722,20.82
954,403.087030252,468.639,20.6490306854,21.4895324707,17.76375132,21.3795616511,20.51
955,399.750960668,472.84,18.3869476318,18.3729629517,17.76375132,21.3267730089,19.89
956,396.410957177,477.84,14.8659143448,14.2421941757,17.76375132,21.7703607586,20.14
957,393.06930383,480.449,12.0148878098,12.053024292,17.76375132,22.5639137753,20.71
958,389.722320239,481.03,11.5136928558,11.7117071152,17.76375132,23.5180110187,21.47
959,386.386193434,480.139,13.0704593658,13.150135994,17.76375132,24.3723484197,22.21
960,383.045823574,477.33,15.2226629257,15.2607364655,17.76375132,24.3416750574,22.78
961,379.694136779,474.639,16.9990024567,17.1014156342,17.76375132,24.6067762042,23.12
962,376.35818402,472.12,18.0357437134,18.4009799957,17.76375132,24.6575514261,22.62
963,373.020993869,469.81,18.5804576874,18.9301700592,17.76375132,24.6004523661,22.58
964,369.676487446,466.129,19.1426525116,19.1802616119,17.76375132,24.4979609974,22.52
965,366.325027148,461.139,20.1057777405,20.021320343,17.76375132,24.2974001405,22.37
966,362.985500495,456.03,21.4451217651,21.213054657,17.76375132,23.9254960757,22.09
967,359.646853606,450.49,22.336643219,22.3139533997,17.76375132,22.6356414956,21.7
968,356.298736731,446.759,22.3407478333,22.4841117859,17.76375132,22.1121524262,20.63
969,352.956850529,442.72,22.366897583,22.4945011139,17.76375132,21.6065332812,20.24
970,349.615537326,438.28,22.6617164612,22.8044395447,17.76375132,21.1362039873,19.86
971,346.266764005,434.949,22.6752929688,22.9340305328,17.76375132,21.2955749201,19.98
972,342.92169412,430.319,22.858997345,23.1234588623,17.76375132,20.8047335907,19.6
973,339.576807022,424.33,23.3782653809,23.4926071167,17.76375132,19.7919831575,18.85
